0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
0.0,2449.304379460706,1221.4483049086725,3854.228007791515,2484.604265509451,4596.53022571356,3701.90956308558,5459.080125996493,6307.055566438048,5211.932324938839,7131.036813870817,6296.5301861099915,8121.267240923908,7553.758366031544,8893.140829984693,8629.275674897506,9179.478524573145,9744.21056523176,10095.595080065961,11695.633866456388,10633.024759237816,10449.015105602917,10589.238299713463,11052.509660626754,9070.839392324666,9730.975427958887,7790.44622311192,6502.827364528243,10570.570029019054,11396.706709001437,4740.579489777757,9012.199131690153,6372.339153241174,3051.640051975322,12610.395216515317,4067.725008793947,8199.443915526905,13643.28586562998,10147.01715699741,14612.678072379025,12197.373506622018,6853.038971432765,9182.499555634895,15633.368954878137,12033.698017408433,16507.28180840887,9182.991163690453,14318.09925676402,17501.437819296636,8200.46297097001,12051.66815577166,9012.133983260293,18432.213789764544,15303.695871699498,19278.88692156143,10566.144761572174,11775.46867532815,13829.425088337337,16163.292926068576,18934.30884856175,12758.45454010239,15925.476522417559,18592.155730276587,13413.932945369073,16123.337304600293,14166.685819472415,18220.58966747637,14199.160966835578,17228.533790557485,16052.806021027944,8511.816014297405,15131.862242079875,26041.392285276695
2449.304379460706,0.0,1891.8854290393447,1406.135739236501,2228.8891408175905,2317.252426485199,3289.2058290441682,3333.542703455036,4381.9140475506965,4781.948231983887,5319.3660825133165,5867.023442220728,6343.737894716452,6907.907177105675,7297.722020229182,8475.024956878673,8398.017833501193,8306.574092156125,10264.315698397022,12161.768649868594,9346.797134317698,9558.854468158435,10148.20592010655,11074.21700570419,11519.969446387742,12175.925868458624,10239.612087792493,8952.0040165802,12995.222308021832,13791.402146277498,7189.69666551961,11435.740806446476,8795.081327814403,5500.880481350685,14958.226884917023,6494.945256438375,10554.61800707859,15951.990674712277,12467.614640014357,16877.905313052575,14453.26468469147,9060.263118387094,11379.373448343242,17843.072760714083,14179.804953247096,18667.662636768346,11252.160473270998,16444.523366658992,19614.103066306205,10114.686225695785,14051.75667009666,10855.737488406767,20498.269147588762,17318.801872419317,21304.951346601723,12357.308843328152,13534.306204692704,15674.892916625133,18058.596045731894,20875.57831753154,14437.87352243206,17704.62372541045,20412.510775992214,14980.177267565712,17789.264023269385,15672.728920230076,19916.50206553387,15573.777905405672,18810.259733983632,17492.72441408474,10955.296890024736,16592.992504720838,23619.12876520457
1221.4483049086725,1891.8854290393447,0.0,3171.3029384907886,1270.6489769476814,3652.2273763327244,2516.7370785763787,4400.697145090412,5163.403856867777,4059.940366665121,5953.227411676333,5161.1728520188635,6931.307153573445,6390.866168038848,7679.743551060396,7584.55503278705,8004.600047025253,8523.063008298635,9161.894417333528,10881.94177296526,9413.922926362015,9263.527124914193,9484.971659627128,10076.027007187919,9923.874427077388,10511.49182000913,8648.688301803404,7369.375021454249,11262.163553262317,12009.211676483985,5627.502249575406,9705.593089963037,7077.530224025598,3966.4509617427934,13131.318211237902,4813.4020709072765,8743.514571382531,14101.3840798346,10628.306361136825,15009.559098366446,12584.123788372697,7186.946108614444,9499.405961622953,15960.725716179137,12290.74686649668,16778.584840308584,9360.331390353189,14553.560148062901,17722.378995202173,8230.938607102169,12162.898785634894,8983.287675096093,18606.965120339424,15429.869695462767,19415.999330166826,10497.525010135758,11683.650864784786,13808.467902995124,16184.913810664055,18995.968298438533,12608.835430281051,15854.283619639356,18554.819701042492,13185.890673320124,15968.736511435876,13899.88090714016,18089.589287615352,13849.090080592568,17016.759575120293,15746.837279243717,9287.92000801731,14837.770196202466,25133.208743195773
3854.228007791515,1406.135739236501,3171.3029384907886,0.0,3065.984561025345,1256.334306807788,3756.1562802808266,2346.72493165955,3514.1413689326537,5012.139180174152,4492.102526952385,5998.708405646029,5495.484628962783,6839.173074400754,6555.510323292761,8630.933408765042,8176.81323773412,7647.075010902466,10548.259073716912,12569.608871061613,8764.141444768065,9231.621920146888,10083.454243436512,11257.003737055751,12925.025695740274,13575.064339757551,11644.614514219551,10356.995810841816,14380.827788898963,15159.65651157908,8594.792372368101,12821.438798351022,10182.171750587464,6905.794462247168,16300.34411688052,7886.620044519559,11906.538122344456,17272.358038323502,13799.231570804357,18174.228322466905,15748.809705129008,10351.000976833817,12654.784725071031,19108.828265473432,15421.27110219226,19906.148141748326,12468.95625641309,17669.970974750984,20825.776613895017,11269.18157628395,15221.777235179601,11971.337952425643,21683.658307218782,18484.91626108541,22467.578961439438,13435.833446736999,14588.76384463194,16760.670521339824,19160.694465504894,21994.0728842345,15447.034186252986,18747.95003870824,21468.27957751271,15928.79406394797,18773.626822929727,16586.089747252383,20908.217806000823,16420.2547073526,19746.22586500429,18360.914808250014,12353.49938264677,17477.43866592385,22221.09051776971
2484.604265509451,2228.8891408175905,1270.6489769476814,3065.984561025345,0.0,3081.725436532401,1271.7416038631,3570.399123869718,4136.725884435786,2837.823169958561,4840.20520140272,3948.4991261314312,5783.248575509883,5146.847012831935,6467.628463014805,6451.276583634813,6749.140069346145,7276.204932124676,8134.792613726438,9969.019393642448,8149.120959939019,8000.754119181004,8285.398412834644,8998.952518484379,10752.696150284568,11261.704688783597,9495.152264272174,8240.035805865531,11915.32207651354,12575.077742764273,6548.114314434651,10376.244003016353,7800.003797048813,4957.826202832841,13593.916307046395,5635.165517777733,9279.023313622789,14491.87123635375,11074.409286432387,15330.408898190139,12913.10889292711,7548.279638298317,9794.7059670466,16203.395044152561,12488.916836043782,16958.23244509926,9515.708557414346,14709.961690460957,17844.62628202019,8257.98497780516,12211.598616165385,8932.486350771174,18676.858922142823,15466.61952837571,19443.130948864917,10379.67809927045,11526.253225265666,13704.210019957067,16108.123150559835,18946.335179522528,12381.104844116378,15682.972807731785,18404.259247082773,12870.710312165382,15709.951998679127,13538.284212796887,17843.97438732595,13400.81670789994,16692.684702600087,15331.991916165132,10045.84584217579,14440.96630935643,24367.535105758983
4596.53022571356,2317.252426485199,3652.2273763327244,1256.334306807788,3081.725436532401,0.0,3329.1048597806093,1092.873199611362,2258.3402596594806,4281.660756950236,3236.644355525704,5151.73058127844,4239.22941894187,5839.604163998565,5303.189782237697,7741.822125183536,7076.76905107981,6403.533482270294,9722.999948612643,11816.609722507284,7532.479367725771,8077.195540417571,9045.702194689473,10356.379441947867,13574.504316154604,14160.998127746076,12298.067810876582,11016.382398057629,14888.802938053856,15597.595407671524,9267.059475746828,13336.393477504476,10718.716937742009,7590.622817633401,16655.018356233068,8465.127336565494,12309.95111726781,17568.059600715682,14137.414642358079,18412.067284190958,15994.265865017682,10622.692697922126,12876.318954431641,19280.831654499347,15562.476747709688,20024.386768709526,12585.986930399438,17772.74669655284,20894.21071425877,11299.242667578997,15245.187198783298,11938.530062654525,21706.145180064363,18487.233555300205,22452.041557330205,13339.902616871295,14452.97540863568,16654.211205113013,19066.5390473963,21914.077722309834,15248.60876890576,18576.610813749427,21303.77689955073,15655.368290754217,18528.83176186179,16269.081679685783,20664.66281900915,16031.78342335007,19441.021742781868,17986.26564013018,12937.705930353774,17124.219108021804,21484.170754966774
3701.90956308558,3289.2058290441682,2516.7370785763787,3756.1562802808266,1271.7416038631,3329.1048597806093,0.0,3418.0799877770837,3611.7603227567442,1568.817261394016,4110.946143401634,2680.563664059766,4952.337895493749,3877.703690706651,5480.238641677854,5220.254726955945,5487.863059138548,6186.198803837822,6975.189319437637,8893.728630642132,6988.229043502512,6749.382908950081,7018.007098944016,7798.0671541675965,11387.320594572588,11807.94114986906,10161.909624875629,8948.731478977581,12353.302106231138,12915.97559911686,7337.342116955287,10848.950907131555,8365.633370330681,5854.606290791581,13819.161221516933,6352.152592340073,9629.316033623007,14635.940540312451,11308.1433419819,15397.302953604441,13007.666367245834,7761.3450998725275,9894.314332271993,16185.218788902683,12455.431657903828,16872.02725419751,9479.759698059377,14614.953867021786,17696.144882544733,8119.551160299004,12031.370182836687,8701.30129630094,18472.216547177602,15246.846607776233,19192.789947790076,10056.835929841736,11149.385229277746,13358.363342031394,15772.329366197906,18622.672753021605,11926.144934550239,15257.586060604392,17984.82705372078,12326.35231156707,15199.970306123238,12944.02512176999,17335.702937167713,12725.10309522748,16115.170748501918,14675.856966657955,10613.210675292978,13807.055602524846,23971.314771931156
5459.080125996493,3333.542703455036,4400.697145090412,2346.72493165955,3570.399123869718,1092.873199611362,3418.0799877770837,0.0,1182.804533850968,3970.805321109186,2158.993442261911,4663.105326902958,3150.9921040585637,5143.325053766725,4232.767311328642,7144.800701794005,6232.6915649936145,5350.938105288121,9172.907854931467,11324.712304140961,6498.914192218332,7153.99464871472,8262.773165382629,9719.489967970489,14283.419935769707,14820.189320958716,13015.772562451166,11745.50176887303,15485.714901001755,16137.274301515883,10017.753141473288,13945.828156104824,11360.63165486652,8366.380489392941,17124.651770865617,9158.038353760809,12839.880411585937,17986.8367766499,14605.323669474506,18780.705114628443,16378.533189432512,11063.24229497384,13258.408660817318,19592.220491026692,15863.053865334834,20288.525896249135,12884.673296584577,18031.59895298386,21113.77269000174,11536.387220158696,15448.521455689697,12116.587323960921,21884.37272067027,18658.26040365813,22595.747646675092,13452.596337070325,14523.630316160103,16738.874460997115,19152.268675478692,22003.457052648017,15259.500415210778,18596.50714192997,21320.91990322352,15597.125873314119,18483.722506776034,16168.446012325732,20613.59304848666,15867.009939100852,19338.48758584658,17825.820074272575,13601.239880437479,16986.817890790888,20800.81591972292
6307.055566438048,4381.9140475506965,5163.403856867777,3514.1413689326537,4136.725884435786,2258.3402596594806,3611.7603227567442,1182.804533850968,0.0,3668.4871849288184,978.523068463056,4103.529957730825,1986.7105460399316,4317.776098670242,3050.2785442574946,6385.49714569156,5222.165869475495,4170.134309877715,8436.150398416481,10629.270761737416,5324.848827753279,6059.9403442737075,7294.986701733222,8887.523809028591,14874.82373753747,15350.952359122188,13623.771352207015,12374.27251893314,15941.329372482156,16524.329244618744,10684.070743893843,14423.468331991811,11892.15126536853,9077.060471677536,17427.83112305644,9767.251099386523,13234.048649300437,18229.153793523375,14918.706657806866,18963.772845531214,16589.024309361423,11372.600060714105,13484.639192773986,19708.590843575574,15983.14534792541,20350.234946197073,13021.72167284233,18095.64900146872,21123.805317250662,11618.019876795539,15463.980990703689,12128.315598304054,21846.880555319847,18623.501274806542,22518.686867582677,13382.29176048353,14400.442984214362,16618.58942090776,19023.040218326005,21869.11174966586,15067.475915113731,18398.508266638437,21110.861615886934,15329.21474026481,18216.714278340587,15852.491192993411,20332.96581242432,15484.715853504758,19007.5239116875,17439.430861854053,14143.07112837864,16628.16318022022,20360.557544343254
5211.932324938839,4781.948231983887,4059.940366665121,5012.139180174152,2837.823169958561,4281.660756950236,1568.817261394016,3970.805321109186,3668.4871849288184,0.0,3785.6419154312503,1111.8076026874387,4373.6739830601,2343.104725120243,4584.8297678450335,3693.4567649264754,3976.825570332096,5063.690961973189,5542.242173346527,7565.296432562466,5704.583606666076,5261.562218936727,5449.192576081988,6301.55927178309,12195.733148966767,12509.351945364777,11023.070541613783,9875.658284170402,12921.5744176895,13362.520013594376,8381.634173083688,11478.544888541424,9147.242228788033,7041.7985925482135,14116.585335501166,7348.3395852686135,10139.183314650541,14826.237875776103,11649.609367160314,15485.840867629615,13156.33671398123,8161.812089086082,10101.832738052368,16162.027899920264,12454.554497460267,16759.049009940816,9531.801125388276,14511.42637784017,17499.689957717826,8083.627748938756,11854.078413052028,8529.947066235613,18200.605424532932,14981.337198201143,18859.76714348568,9734.104220186144,10736.201286588184,12953.605343375302,15356.147331199818,18201.34737418063,11399.895918886888,14732.28981263074,17447.05595823198,11678.519030482108,14567.254208463883,12223.916106829185,16689.710437206122,11900.706535721512,15389.150318275451,13859.420928147369,11355.159041882,13026.756907723784,23704.170390644278
