0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
55.11962287423438,47.94888775125287,45.592701296351635,45.055916055840115,48.06221637049518,55.2263260900326,68.31155302553084,82.74178804465913,85.68404414147068,86.11866713433332,88.25965940748723,91.807395269675,94.6619265610964,92.3762521229788,89.5632543827994,90.5628414141979,97.39318337697601,105.64653366244109,106.24004671942984,97.30211215701402,84.47611984525977,79.24769498591722,76.75118907533131,73.60057156756056
122.43601650734371,127.93152018446175,133.55958626934003,133.248186211804,130.41888098750545,128.10132487654758,130.59228230034984,132.9401472646958,133.15713450709777,134.32895175218812,136.559695442357,142.293307391339,146.87086455761266,147.85560305713616,150.2514999407522,156.3787201106571,166.3402171669274,166.03284632625852,157.45307766445612,144.85257997541333,138.8288540410208,134.99374886721847,128.35827466560391,121.73007558252485
61.39378255482055,65.28531542163844,62.39481882934027,59.89864468263584,58.94868335309437,57.91133254134556,62.39701128580477,66.70003546239239,69.05353656891667,74.48053251793134,80.41806411825681,86.91767681570971,93.2851998412425,93.19583658629045,90.65521470864383,90.96031236718557,100.81485427582928,117.92230223090891,127.96085903200557,126.93081817063455,124.34744221665196,118.10005637818116,109.03474744527742,100.82604353096576
73.79602731321962,69.92718479708722,71.52156586827442,72.1847907831905,71.57795080952957,70.27499124615042,74.84194986938103,79.2655170282116,86.46938853045734,99.36943121913907,108.14701076611696,108.13006905758377,100.0804088424897,91.30937868362312,84.48785224465601,87.41166745883895,97.9437034443248,104.95509852570763,108.03707940945002,105.24457728855164,98.5070872534335,90.47524261095052,79.35792730065134,68.9385357848893
119.51153317339603,119.71623997887119,126.1552548719689,124.00728216241288,118.95014886973377,120.15060665000334,131.0237105489599,155.54891391444966,177.51198752296256,186.69810244748658,179.18193652382604,169.83971118006593,164.5186186848792,155.2171052966954,147.90822078543533,148.94489288235127,157.03247407490204,167.8153379981337,169.25042592680836,161.92082862366703,153.60249474124856,139.353363398824,124.02152207964446,109.95226706498053
97.21758996671281,96.88177093710506,95.50820580945275,91.16709338267593,89.64236614260801,100.06100720012994,125.01450585321014,150.64086366003156,169.18405051374145,168.6210752376241,174.5612227547485,177.9872954847259,179.11881861047567,179.46708881056466,174.33973853588813,176.46991977641082,180.8027517045042,182.54179134154256,189.93564571582334,186.46163847971513,180.13973815090105,176.44258070642252,166.0339522445947,153.96411438916812
187.40095804500103,185.67640333636965,176.70732673067332,174.82080714977053,172.352215742408,177.35496620175633,193.45102590562004,199.42149040982963,204.92563089256953,220.89859170306872,230.95278079823518,231.88357977467467,224.37771957113037,219.4123255867396,211.49457898137885,204.90772095789862,204.99480254768378,211.72691770056423,213.56873864671917,208.79793522562832,203.41871088181676,191.22519612188222,177.8551844152717,169.5900294718018
126.9281395285965,119.6792432226287,116.84508011351626,114.13533032285238,109.75973730380751,112.1743063355107,124.05355731363817,145.83562044503373,176.62613339429112,186.25907296633358,185.42076548842755,190.33770742557402,193.1062723021437,189.3027486300481,185.91556408958684,192.40180859007626,205.34856696245492,219.43656442592876,230.7037913317983,232.01959021207773,224.7878671375891,209.2038292702808,188.99839780949662,172.9188702516148
101.6586101757033,103.75948136444995,102.5869153032732,97.75583205347996,96.2798597889846,98.28405119674088,107.9787990322663,117.81618530064695,120.56466897882065,120.99735427503254,121.22986479415358,124.74483795168682,127.27581409691327,124.60210844799448,122.48262780782864,128.40299632401778,142.92897655453692,155.74742405212726,163.26937117590808,157.35903718916256,141.21508365308952,130.62677819169994,122.31192976993222,117.99109161411815
151.65302877475753,161.6725847435066,165.05391661644111,167.94520782730334,168.28737437841286,166.96378284815177,169.9406826351749,175.77071055142795,183.33902273417266,189.96784698103414,194.08252717237636,201.6921518892255,208.1005501694695,207.46088526424305,205.37576681483065,206.22551356896912,211.36382429404523,216.99603236652166,220.49065515755404,214.5551015743105,206.16196603752923,193.47041182086747,178.38754348753864,168.88084519771678
