0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
111.42233660681053,101.26354205411299,100.08198685226134,95.12746858695483,96.98076230855877,108.03860127973633,142.68514284728258,180.1989103148521,205.31452830974237,206.1634574966491,203.38346442657826,203.15606428579224,194.89462924492008,189.25699077357424,193.4317148042723,203.61431429370793,221.033655161036,236.4111144134993,223.3596677576292,197.71587473612462,167.3039360243019,146.5589336168315,138.16033083339192,107.4662698979837
104.16943738869294,94.55764462650284,93.60339787890281,89.44827182394772,90.34454701470106,100.39227111432591,131.26183075314776,164.876967794068,187.89851608664122,190.93387397452426,189.21906235129327,189.83501353737054,183.68843906162726,178.912080805909,182.6610984922833,192.16312268328974,210.4675784113513,226.73931416745523,214.74090382074777,191.2894385295384,162.22150229358263,141.64153626659262,133.3445960390334,104.74107392162043
96.39993589420256,87.82555372218188,86.97471991623009,83.25541518764597,83.54343158761175,92.96035700186732,120.43749480110125,151.10602261977604,172.3517210089471,176.2849471864859,175.88984393043197,176.00834257824457,170.35705260217628,164.14810909795875,167.71262002764675,179.05275217861484,196.78160047132562,212.0439042378301,200.41566824880394,177.8605969074,150.1261453147343,130.9582132643193,123.60415401555508,96.7062126506125
87.09078751137346,80.22767676682238,79.4664473656028,75.42146817720607,75.68285318664233,83.59297927954731,111.16330510502227,144.13019542220806,166.82197955827942,168.88741920684234,166.65790917066025,166.46664358087898,160.51227904991043,154.83357066888746,158.00932243122006,169.98944424040752,188.25213139636708,203.9348796192195,193.06169625696566,170.80705456453876,143.72429438896341,124.4050809579672,114.18823922737012,89.7348397462605
81.82073273093424,75.4066444885788,74.67688153258487,71.30603057115637,71.80446505787013,84.75405259793584,113.2899430782716,148.43901466774494,167.6933725121474,170.7394690800324,168.74598977789844,167.7615735713294,162.47791182732604,157.12129892849057,159.87682379919343,171.21357086817542,185.83956847235137,201.85208142182478,191.65618202021412,168.91310523715106,144.0695505612203,124.89122912189238,114.05081290492993,89.10548267687345
83.16891185759518,72.75301548857894,71.92028823221682,68.86953470613929,69.37261991195074,85.72031915725557,111.70895944718059,143.1478993599207,163.42667183217716,165.1842451507441,164.97578292163794,163.53535417284854,159.06441547064628,154.16169248171371,155.57057584743904,165.75411243881385,180.40629231105586,195.83670186718268,185.8630025430634,165.20252224006083,141.3686030706483,121.8924693745874,114.57212417212278,90.02123922624976
84.30134916419541,73.65002697780125,72.60949153778996,70.33533121179661,71.60339121735805,86.17119566932702,110.06990365125706,148.81418773153862,170.75464755051001,170.52310794332175,170.62888143251703,171.18459843373103,166.55376365076398,160.31986755625982,162.33867030539793,173.02866785815985,187.73990493803004,204.59461422493212,195.66189548074476,173.57376669608928,149.93273492707678,131.0021864123418,120.92046205641974,93.90140723726823
89.29368042993495,78.46124618150719,75.73460509572834,73.59517693065465,74.97534288892697,89.39569966499232,113.44000776494414,149.24225361535417,169.65985420791418,169.55268353233038,169.5929154766786,170.6112128089792,166.55222365117294,160.9520545974651,162.67672352789393,174.3849102433634,189.28622001885265,208.90405794443137,201.486618953066,175.1319574668715,151.1150944746806,134.01734733264976,124.61050591299596,99.5919186719429
96.42506640849652,86.02703341430968,83.44435317001737,81.66738102296907,83.03074507902137,95.82755415803156,117.14576689613322,149.01151034972514,167.86964829820644,168.04412105265737,168.41663704501045,169.2561026646855,165.68371707153585,160.4058069330596,161.94981235093974,172.65120195280042,186.12130629007652,206.77771501664887,198.04305725465065,171.21003289252252,145.96316001512454,130.7538452477633,122.39393041806404,98.52428399387105
95.15008508923484,85.84498645339747,83.08582165421655,78.73506627962121,79.25553060184649,90.77156893168284,112.3506827556435,141.78667580281697,159.96921320528492,162.6651610637655,164.67321110008538,166.63386317764773,164.72777006142078,159.7629149795496,161.15877890233966,171.0532941343038,186.1491323529537,208.62637512534178,203.09449851515836,175.51103810110362,146.9821142223213,133.95679389615233,125.28469953684267,103.7009035514455
100.64717667980598,91.69062296911169,88.76129360912786,85.19160719700147,86.38670956672867,97.63242005232678,125.70902080731771,159.48339441021272,177.19459568331575,179.70973693140846,180.97953848033126,182.68389204210445,179.86322956677085,175.11933882572657,176.68909330737833,186.2026811128321,199.19323609968416,220.58098959742853,215.1477851812956,188.8782875046805,159.7428054421125,146.0713626235496,134.96815704422053,108.89132800963387
106.38179813352106,97.99661104356791,94.98664664641774,91.78839625840362,93.03327772965137,103.6584848309165,137.53914259032086,174.25570461342565,190.9373936996379,192.85111636586103,191.574349008143,191.82701656583774,188.00054710302206,183.3163928037813,184.76757253398574,195.71629334831852,208.56804401608645,230.45283553913842,225.572720772677,198.9842835583234,161.41634932208942,147.4295412722256,137.21621102827257,113.45736497566716
110.99589472013699,103.26583800791538,100.43377296053534,97.56428014371329,98.77057321034488,108.39826769483506,146.07971741382616,184.59136188612322,202.34587642680057,203.24099367914752,200.22399240245414,198.60893593452667,188.64496588827285,178.826695297847,179.01451747379423,188.65316252590102,200.07589620228617,220.26279716270344,214.27387634844536,188.55575983129748,145.70643890349572,133.18725593209996,123.89066830544269,102.28667313894526
