,price[EUR/MWh],u100,v100,u10,v10,swh,wind_direction,wind_speed,power[MW]
2022-01-01 18:00:00+01:00,146.33,4.806755,4.2924395,2.6653452,3.5732603,0.2457614,221.7649,6.444372,1.6157362313265138
2022-01-01 19:00:00+01:00,140.28,3.9369001,5.6462107,1.6335001,4.4234743,0.25806695,235.11331,6.8832316,1.968818932099607
2022-01-01 20:00:00+01:00,121.88,3.320466,7.789358,1.1225777,5.824151,0.28543097,246.9123,8.467561,3.665249878825504
2022-01-01 21:00:00+01:00,102.61,3.7775278,9.49839,1.4165783,6.888711,0.34602165,248.3122,10.2219925,6.44815242206257
2022-01-01 22:00:00+01:00,95.12,4.5930424,10.542042,2.1201344,7.6037226,0.4244761,246.45781,11.49916,8.0
2022-01-01 23:00:00+01:00,83.11,5.6983137,11.351192,2.9060125,8.287765,0.5380527,243.34329,12.701195,8.0
2022-01-02 00:00:00+01:00,34.73,7.714389,9.770107,4.600399,7.1327715,0.60369986,231.70569,12.448566,8.0
2022-01-02 01:00:00+01:00,34.39,9.153066,8.687335,5.615266,6.5093775,0.64964855,223.50461,12.619366,8.0
2022-01-02 02:00:00+01:00,34.36,9.569847,8.753388,6.0204906,6.539418,0.6923554,222.44867,12.96934,8.0
2022-01-02 03:00:00+01:00,34.1,9.251277,9.015191,5.8766127,6.600258,0.73887616,224.25952,12.917422,8.0
2022-01-02 04:00:00+01:00,29.56,9.541178,8.934713,6.151355,6.546796,0.7738391,223.11996,13.071465,8.0
2022-01-02 05:00:00+01:00,33.97,10.640947,9.067227,7.058958,6.7724323,0.8074724,220.43456,13.980142,8.0
2022-01-02 06:00:00+01:00,34.52,11.246816,8.394618,7.5762157,6.353301,0.83004457,216.73764,14.034261,8.0
2022-01-02 07:00:00+01:00,41.8,11.440765,6.9441547,7.7204056,5.485779,0.8329608,211.25632,13.383288,8.0
2022-01-02 08:00:00+01:00,48.95,11.501895,6.529439,7.730234,5.206661,0.8215042,209.58287,13.226004,8.0
2022-01-02 09:00:00+01:00,60.01,12.110521,6.6571217,8.210242,5.1666203,0.8218344,208.79747,13.819624,8.0
2022-01-02 10:00:00+01:00,70.09,11.552875,6.674756,7.8093777,5.0556097,0.84267324,210.01749,13.342462,8.0
2022-01-02 11:00:00+01:00,66.26,10.078286,7.575986,6.454462,5.760062,0.78590965,216.93268,12.608228,8.0
2022-01-02 12:00:00+01:00,64.54,9.597422,6.479368,6.1701975,5.2735853,0.72643876,214.0239,11.579841,8.0
2022-01-02 13:00:00+01:00,46.96,9.281165,6.3947506,5.762044,5.0634384,0.68273026,214.56696,11.270885,8.0
2022-01-02 14:00:00+01:00,49.06,9.167609,6.387951,5.662408,4.8155107,0.6320196,214.86862,11.173674,8.0
2022-01-02 15:00:00+01:00,74.99,10.503092,6.243003,7.0068665,4.9313784,0.62591994,210.72711,12.21843,8.0
2022-01-02 16:00:00+01:00,88.15,11.986714,5.8842945,7.9572487,4.728985,0.72417724,206.14648,13.353136,8.0
2022-01-02 17:00:00+01:00,95.4,12.068533,5.4357195,7.9875736,4.059293,0.88123393,204.24701,13.236183,8.0
2022-01-02 18:00:00+01:00,86.71,15.5397215,7.325942,10.76882,5.0821323,0.9732589,205.24075,17.179998,8.0
2022-01-02 19:00:00+01:00,71.27,20.189987,4.1889277,14.705148,2.5976143,0.996451,191.72118,20.619959,8.0
2022-01-02 20:00:00+01:00,54.12,19.337631,1.9879599,14.179208,1.159399,1.0123167,185.86954,19.439547,8.0
2022-01-02 21:00:00+01:00,46.16,18.546982,-2.0084047,13.523116,-1.3590536,1.0178757,173.81967,18.655407,8.0
2022-01-02 22:00:00+01:00,46.29,16.254562,-3.3186579,11.614702,-2.001914,0.9745452,168.46065,16.589884,8.0
2022-01-02 23:00:00+01:00,32.93,15.190656,-0.44007957,11.176753,0.044862658,1.0601683,178.34058,15.197029,8.0
2022-01-03 00:00:00+01:00,13.2,14.223302,1.0726643,10.323069,1.1244164,1.0989132,184.31285,14.263693,8.0
2022-01-03 01:00:00+01:00,19.92,11.866863,2.0835323,8.405585,1.8951874,1.0129843,189.95825,12.048384,8.0
2022-01-03 02:00:00+01:00,19.87,10.920673,4.565298,7.6369905,3.7793293,0.89094985,202.68697,11.8365135,8.0
2022-01-03 03:00:00+01:00,13.24,12.113309,4.8980293,8.509839,3.8565226,0.8429442,202.01599,13.066099,8.0
2022-01-03 04:00:00+01:00,13.29,11.812298,2.3307314,8.353314,2.0806313,0.8268157,191.16188,12.040046,8.0
2022-01-03 05:00:00+01:00,9.24,11.584829,1.341629,8.222776,1.4635038,0.78475446,186.60594,11.662257,8.0
2022-01-03 06:00:00+01:00,37.55,11.626287,1.3568707,8.272059,1.5675707,0.7524057,186.65671,11.705198,8.0
2022-01-03 07:00:00+01:00,88.76,12.128918,2.6232185,8.667925,2.4812527,0.7732482,192.20386,12.409348,8.0
2022-01-03 08:00:00+01:00,122.93,13.135536,2.8163767,9.51718,2.606348,0.8879262,192.1015,13.434072,8.0
2022-01-03 09:00:00+01:00,110.17,13.619452,3.6682148,9.898207,3.1458855,1.0583906,195.07413,14.104796,8.0
2022-01-03 10:00:00+01:00,93.38,14.344904,4.3704376,10.449108,3.5819283,1.161686,196.94432,14.995899,8.0
2022-01-03 11:00:00+01:00,90.73,14.484551,4.4885674,10.54394,3.715723,1.2339678,197.2175,15.164084,8.0
2022-01-03 12:00:00+01:00,82.37,14.821423,4.9864607,10.732492,4.0694885,1.285634,198.59479,15.637754,8.0
2022-01-03 13:00:00+01:00,80.9,14.899431,5.3396673,10.835103,4.35306,1.3533506,199.71669,15.827353,8.0
2022-01-03 14:00:00+01:00,80.99,14.803478,5.234042,10.66754,4.247553,1.4223576,199.47198,15.701534,8.0
2022-01-03 15:00:00+01:00,98.05,14.050031,5.169032,10.115856,4.183696,1.4052086,200.19865,14.970714,8.0
2022-01-03 16:00:00+01:00,120.55,14.071075,5.3117085,10.157496,4.287589,1.3552399,200.68109,15.040259,8.0
2022-01-03 17:00:00+01:00,139.57,14.173062,5.9021635,10.253211,4.7249002,1.3294401,202.60857,15.35289,8.0
2022-01-03 18:00:00+01:00,134.69,14.006842,6.536275,10.112574,5.257431,1.3453312,205.01605,15.45686,8.0
2022-01-03 19:00:00+01:00,114.82,14.366484,6.5821123,10.289785,5.301285,1.3877363,204.61523,15.802533,8.0
2022-01-03 20:00:00+01:00,92.91,14.161287,6.713855,10.156847,5.3491955,1.4250851,205.36559,15.672202,8.0
2022-01-03 21:00:00+01:00,72.39,13.842752,6.7933674,10.010598,5.4334354,1.4224539,206.13962,15.419846,8.0
2022-01-03 22:00:00+01:00,39.45,13.529475,7.0719614,9.799139,5.7232285,1.4219999,207.59642,15.266281,8.0
2022-01-03 23:00:00+01:00,34.4,14.6785555,7.978547,10.485936,6.288061,1.4732618,208.52634,16.706802,8.0
2022-01-04 00:00:00+01:00,39.99,14.160599,7.6689224,10.065117,6.0496073,1.4965553,208.43854,16.10388,8.0
2022-01-04 01:00:00+01:00,37.14,14.364886,7.838478,10.339246,6.1488905,1.5006704,208.61993,16.364342,8.0
2022-01-04 02:00:00+01:00,36.66,14.384768,6.473522,10.377364,5.19396,1.4950771,204.22899,15.774284,8.0
2022-01-04 03:00:00+01:00,38.64,13.822882,5.8970737,10.02405,4.711239,1.404171,203.10391,15.028225,8.0
2022-01-04 04:00:00+01:00,41.02,12.582013,5.742697,9.138851,4.507882,1.2523527,204.53296,13.830605,8.0
2022-01-04 05:00:00+01:00,93.97,11.6661005,5.7129374,8.523964,4.430064,1.0834484,206.09119,12.989825,8.0
2022-01-04 06:00:00+01:00,130.17,10.931364,6.6199455,8.096525,5.2389116,0.94849867,211.19876,12.779609,8.0
2022-01-04 07:00:00+01:00,182.64,10.085666,7.6352196,7.293154,6.0843487,0.8381302,217.12706,12.649792,8.0
2022-01-04 08:00:00+01:00,174.61,9.640012,7.864232,6.835989,6.2397976,0.7849406,219.20724,12.440899,8.0
2022-01-04 09:00:00+01:00,185.44,9.344808,6.416319,6.7283926,5.2339764,0.76894474,214.47421,11.335546,8.0
2022-01-04 10:00:00+01:00,185.32,8.711931,4.7687836,6.228306,3.8914099,0.7762938,208.69565,9.931719,5.9142798364081255
2022-01-04 11:00:00+01:00,178.04,7.4749975,4.111326,5.4860935,3.2421446,0.7025163,208.81125,8.531037,3.7482983258449223
2022-01-04 12:00:00+01:00,178.08,6.16234,3.8877668,4.5511427,3.0564604,0.62889206,212.24747,7.2862315,2.335272267695896
2022-01-04 13:00:00+01:00,175.28,6.2864637,3.3833313,4.7065163,2.549407,0.5727817,208.28883,7.1390867,2.1966284028230088
2022-01-04 14:00:00+01:00,174.7,6.648988,-0.39686024,5.266693,-0.30837923,0.5281575,176.58423,6.660821,1.7840700497595972
2022-01-04 15:00:00+01:00,180.93,6.4990845,-4.0399475,5.3567533,-3.1319504,0.500344,148.13419,7.652403,2.7053415389270543
2022-01-04 16:00:00+01:00,166.69,6.686034,-3.3104353,5.7779026,-2.5956488,0.5014408,153.65875,7.460699,2.50707422852292
2022-01-04 17:00:00+01:00,185.32,8.368628,-2.3139935,7.2697315,-1.9010296,0.49210888,164.54344,8.682655,3.951721290851201
2022-01-04 18:00:00+01:00,180.5,9.783234,-1.7171373,8.566055,-1.4832611,0.4981634,170.04494,9.932785,5.916184802373783
2022-01-04 19:00:00+01:00,153.88,10.851188,-0.12968856,9.210881,-0.056946542,0.5791727,179.31526,10.851963,7.715312832646131
2022-01-04 20:00:00+01:00,146.81,11.042093,2.5226116,9.006567,2.2213163,0.6994197,192.8686,11.326579,8.0
2022-01-04 21:00:00+01:00,128.75,11.743677,2.9823713,9.390584,2.6176863,0.8426478,194.24934,12.116456,8.0
2022-01-04 22:00:00+01:00,112.96,12.069706,2.2747908,9.59813,2.052988,0.9816164,190.6734,12.282201,8.0
2022-01-04 23:00:00+01:00,84.11,12.6822815,2.9232864,9.636011,2.58957,1.0641775,192.98006,13.014833,8.0
2022-01-05 00:00:00+01:00,93.87,12.719013,3.3675337,10.138268,2.9638586,1.1357946,194.82957,13.157264,8.0
2022-01-05 01:00:00+01:00,51.69,11.6875105,4.801132,9.501026,4.1571693,1.1488419,202.33244,12.63522,8.0
2022-01-05 02:00:00+01:00,50.04,12.090397,5.9523144,9.928894,5.058673,1.1776419,206.21184,13.476192,8.0
2022-01-05 03:00:00+01:00,49.53,12.266269,5.8702984,10.053293,5.003232,1.2575274,205.5745,13.598594,8.0
2022-01-05 04:00:00+01:00,50.07,12.252163,7.0429764,9.918837,5.9453545,1.3333578,209.89182,14.132197,8.0
2022-01-05 05:00:00+01:00,93.39,10.802984,8.534309,8.577114,7.132243,1.3640966,218.30858,13.767313,8.0
2022-01-05 06:00:00+01:00,99.16,9.716913,10.339584,7.598503,8.526093,1.3634157,226.77823,14.188918,8.0
2022-01-05 07:00:00+01:00,101.15,10.192456,11.1242285,7.900832,8.997887,1.4250488,227.50285,15.087564,8.0
2022-01-05 08:00:00+01:00,129.56,13.974752,10.1638155,11.168733,8.338781,1.5342121,216.02834,17.279955,8.0
2022-01-05 09:00:00+01:00,121.09,14.97353,7.315857,11.823417,6.007763,1.6174803,206.03949,16.665184,8.0
2022-01-05 10:00:00+01:00,135.05,14.004697,6.2298756,11.104886,5.141881,1.5985317,203.9815,15.327847,8.0
2022-01-05 11:00:00+01:00,129.99,12.422226,6.867881,10.367866,5.8425455,1.5089903,208.9369,14.194346,8.0
2022-01-05 12:00:00+01:00,131.97,12.970268,7.684861,10.41984,6.3299646,1.4819841,210.64667,15.075973,8.0
2022-01-05 13:00:00+01:00,130.67,11.800424,7.8171005,9.46736,6.467579,1.5014095,213.52219,14.154754,8.0
2022-01-05 14:00:00+01:00,121.39,11.204131,8.546291,9.039548,7.1527233,1.4482841,217.33568,14.091545,8.0
2022-01-05 15:00:00+01:00,122.42,11.760938,7.42914,9.342541,6.1585608,1.3773355,212.27975,13.9108515,8.0
2022-01-05 16:00:00+01:00,137.28,10.870694,2.3623142,8.863693,2.268217,1.2335587,192.26035,11.124411,8.0
2022-01-05 17:00:00+01:00,148.09,8.314091,-4.3080463,7.166628,-3.426136,1.063694,152.60852,9.36394,4.956835676269474
2022-01-05 18:00:00+01:00,139.88,6.0312138,-8.428778,5.2428656,-7.0417576,0.92756855,125.58563,10.364354,6.72133207905212
2022-01-05 19:00:00+01:00,135.75,6.533616,-8.77195,5.7694635,-7.3984604,0.8805118,126.67987,10.93779,7.899822887483544
2022-01-05 20:00:00+01:00,119.93,8.237921,-9.656696,7.1143446,-8.012519,0.9717731,130.4668,12.693112,8.0
2022-01-05 21:00:00+01:00,98.09,7.913947,-9.984047,6.8174562,-8.262829,1.1288605,128.40244,12.740163,8.0
2022-01-05 22:00:00+01:00,118.71,7.6188593,-10.040304,6.6265154,-8.442026,1.2217531,127.19223,12.603758,8.0
2022-01-05 23:00:00+01:00,97.29,5.880965,-10.5620775,5.2111816,-9.075402,1.1992731,119.10907,12.088971,8.0
2022-01-06 00:00:00+01:00,93.29,4.434746,-12.820133,3.940094,-10.996941,1.25424,109.08155,13.5655,8.0
2022-01-06 01:00:00+01:00,80.77,3.971922,-13.067694,3.4588614,-11.08239,1.3407354,106.90664,13.657993,8.0
2022-01-06 02:00:00+01:00,78.08,4.452512,-11.9226265,3.8703003,-10.118231,1.3556328,110.47818,12.726896,8.0
2022-01-06 03:00:00+01:00,81.97,5.744466,-11.293526,5.000759,-9.631511,1.3348551,116.96023,12.670541,8.0
2022-01-06 04:00:00+01:00,89.31,6.5156574,-11.405833,5.670246,-9.668555,1.3311701,119.73746,13.135708,8.0
2022-01-06 05:00:00+01:00,89.75,6.2606506,-12.491845,5.3934393,-10.530065,1.3674212,116.61907,13.9729,8.0
2022-01-06 06:00:00+01:00,97.06,4.9596004,-12.782815,4.292556,-10.799853,1.4127951,111.20574,13.711236,8.0
2022-01-06 07:00:00+01:00,193.79,4.2737894,-12.2024355,3.7486868,-10.419771,1.4019775,109.30234,12.929219,8.0
2022-01-06 08:00:00+01:00,228.92,3.8746223,-11.153836,3.4478083,-9.64754,1.314064,109.15622,11.807657,8.0
2022-01-06 09:00:00+01:00,212.9,3.4929762,-9.90426,3.1574535,-8.693651,1.1790524,109.42643,10.502154,6.993004574208452
2022-01-06 10:00:00+01:00,215.5,4.135144,-8.59913,3.7621012,-7.6461716,1.0505152,115.681946,9.541721,5.244556998081597
2022-01-06 11:00:00+01:00,231.9,4.05484,-6.991809,3.6748714,-6.272197,0.9148592,120.11122,8.08252,3.18763737352227
2022-01-06 12:00:00+01:00,226.0,4.632469,-5.560054,4.2062025,-5.0113745,0.8045885,129.80005,7.236986,2.2882414491103304
2022-01-06 13:00:00+01:00,209.2,5.5813713,-3.993538,5.088393,-3.5939932,0.7127133,144.41583,6.862948,1.9514648605012477
2022-01-06 14:00:00+01:00,216.06,6.50066,-2.5625181,5.9313707,-2.2626705,0.6394509,158.48596,6.9874945,2.059648230793482
2022-01-06 15:00:00+01:00,230.77,6.694504,-1.592535,6.1249933,-1.403799,0.5791051,166.6188,6.8813186,1.9671777946645497
2022-01-06 16:00:00+01:00,245.95,6.8832226,-0.1353178,6.2645454,-0.073924065,0.5350815,178.87376,6.8845525,1.96995255299336
2022-01-06 17:00:00+01:00,274.11,6.895563,1.5877562,6.171547,1.5198011,0.51084167,192.96678,7.075999,2.1389068457963454
2022-01-06 18:00:00+01:00,273.44,6.924099,3.0682297,6.1370564,2.864029,0.50126386,203.89925,7.573452,2.622468333832326
2022-01-06 19:00:00+01:00,240.02,7.3460426,3.7835913,6.4121084,3.4580889,0.5103834,207.25081,8.263165,3.4061829541760145
2022-01-06 20:00:00+01:00,217.91,7.2187653,4.3011637,6.2164364,3.9279013,0.5368408,210.7878,8.40301,3.5820638271009537
2022-01-06 21:00:00+01:00,203.31,7.114623,4.6770086,6.0423355,4.2739534,0.5765486,213.3201,8.514239,3.7262001608018647
2022-01-06 22:00:00+01:00,171.31,7.3462467,4.9555635,6.1535845,4.501189,0.6162926,214.00244,8.86143,4.200878105531842
2022-01-06 23:00:00+01:00,124.7,8.021299,5.301734,6.7128315,4.722538,0.6664803,213.46298,9.615072,5.366439997194408
2022-01-07 00:00:00+01:00,128.92,7.881914,5.412096,6.740118,4.806919,0.7194847,214.47534,9.561137,5.276637657257863
2022-01-07 01:00:00+01:00,116.65,7.594742,6.1373425,6.368658,5.3930683,0.7481744,218.94182,9.764583,5.620690566873795
2022-01-07 02:00:00+01:00,100.54,7.7034636,6.8876867,6.4016514,6.0100183,0.7747666,221.79997,10.333614,6.661704598140514
2022-01-07 03:00:00+01:00,99.47,7.5129576,7.6700506,6.255167,6.6291027,0.82789004,225.59279,10.736583,7.471827718866693
2022-01-07 04:00:00+01:00,101.74,7.0220385,8.249803,5.7778864,7.0913496,0.8945164,229.59634,10.833664,7.676348813224581
2022-01-07 05:00:00+01:00,114.99,6.48285,8.592623,5.2994127,7.380967,0.9486009,232.96664,10.763852,7.528904517495788
2022-01-07 06:00:00+01:00,140.19,6.5206738,9.157079,5.3205156,7.876625,0.98023677,234.54567,11.241498,8.0
2022-01-07 07:00:00+01:00,152.64,6.728121,9.38268,5.5094185,8.053115,1.013937,234.35649,11.545661,8.0
2022-01-07 08:00:00+01:00,160.97,5.854973,9.688636,4.804344,8.300815,1.0387049,238.85486,11.320353,8.0
2022-01-07 09:00:00+01:00,161.85,4.88134,10.4679365,3.9942188,8.975902,1.0715094,244.99973,11.550117,8.0
2022-01-07 10:00:00+01:00,161.37,5.0038443,10.963444,4.1293488,9.397431,1.1198416,245.46748,12.051372,8.0
2022-01-07 11:00:00+01:00,166.06,5.598281,10.501654,4.627906,9.00876,1.1478071,241.93855,11.90065,8.0
2022-01-07 12:00:00+01:00,166.54,5.911027,10.387113,4.9631968,8.945334,1.1426783,240.35696,11.951248,8.0
2022-01-07 13:00:00+01:00,165.97,6.1951637,10.154288,5.249691,8.733652,1.1508341,238.6125,11.894941,8.0
2022-01-07 14:00:00+01:00,165.36,7.194272,9.465826,6.135544,8.155232,1.1365528,232.76422,11.889466,8.0
2022-01-07 15:00:00+01:00,185.15,7.045253,8.598531,5.936864,7.339979,1.146411,230.67033,11.116219,8.0
2022-01-07 16:00:00+01:00,201.56,7.1620464,8.143457,5.856411,6.875573,1.1085138,228.66885,10.8448515,7.7001546867100865
2022-01-07 17:00:00+01:00,243.11,7.828289,7.6166973,6.6078615,6.6970806,1.0292788,224.21512,10.922279,7.866263001378509
2022-01-07 18:00:00+01:00,247.72,8.700306,7.0036726,7.478239,6.20539,0.9619984,218.83377,11.169008,8.0
2022-01-07 19:00:00+01:00,187.5,9.947641,7.036504,7.980751,5.892969,0.91362983,215.27383,12.184743,8.0
2022-01-07 20:00:00+01:00,160.5,9.087712,6.8835726,7.344639,5.8095093,0.88083184,217.14246,11.400443,8.0
2022-01-07 21:00:00+01:00,157.95,8.164758,6.558428,6.6271734,5.5825377,0.85745215,218.77353,10.472642,6.934216357943704
2022-01-07 22:00:00+01:00,153.9,7.256529,6.623554,5.841795,5.6777916,0.821503,222.38895,9.824902,5.725497740789609
2022-01-07 23:00:00+01:00,144.76,7.150858,7.7274246,5.922062,6.768277,0.8011255,227.21922,10.528431,7.045625902798233
2022-01-08 00:00:00+01:00,153.03,6.765601,7.4926357,5.582368,6.5629005,0.80872756,227.919,10.095194,6.21115849778538
2022-01-08 01:00:00+01:00,146.08,5.62179,7.4697447,4.6700478,6.533867,0.79069126,233.03458,9.348883,4.93296177981719
2022-01-08 02:00:00+01:00,144.64,5.180435,8.113417,4.317359,7.0519905,0.74094415,237.44168,9.626237,5.385155645461312
2022-01-08 03:00:00+01:00,145.74,5.9831743,8.137618,4.9666147,7.090214,0.7463932,233.67485,10.100455,6.220874969710841
2022-01-08 04:00:00+01:00,146.97,6.3164597,6.8996916,5.260907,6.115282,0.7753416,227.52682,9.354325,4.941582232309277
2022-01-08 05:00:00+01:00,146.88,6.3531637,6.332568,5.3269796,5.675619,0.7980488,224.90698,8.970179,4.357444785839726
2022-01-08 06:00:00+01:00,146.56,7.252058,5.9409475,6.135269,5.2894154,0.8048773,219.32462,9.374818,4.974130056266018
2022-01-08 07:00:00+01:00,147.18,7.5700274,5.8431377,6.4640064,5.2410574,0.8076786,217.66376,9.562822,5.279428158081483
2022-01-08 08:00:00+01:00,153.66,7.3888807,6.7920437,6.3489866,6.05793,0.80493295,222.59,10.036304,6.103094663815576
2022-01-08 09:00:00+01:00,156.07,7.590024,8.562816,6.5012875,7.5274315,0.8077599,228.44643,11.442477,8.0
2022-01-08 10:00:00+01:00,159.08,9.31051,9.398778,7.830104,8.101826,0.8718996,225.27031,13.229611,8.0
2022-01-08 11:00:00+01:00,158.5,8.483275,9.065353,6.895461,7.76748,0.9831257,226.89977,12.415579,8.0
2022-01-08 12:00:00+01:00,158.79,9.337768,9.923501,6.746504,8.134481,1.0669022,226.74182,13.626069,8.0
2022-01-08 13:00:00+01:00,156.07,10.671298,9.201067,8.853456,7.9275417,1.140604,220.76875,14.090288,8.0
2022-01-08 14:00:00+01:00,156.18,11.550715,8.096289,9.447392,6.8669987,1.2176571,215.02792,14.105634,8.0
2022-01-08 15:00:00+01:00,158.89,11.301044,7.951581,8.925344,6.545185,1.2525291,215.13078,13.81815,8.0
2022-01-08 16:00:00+01:00,161.0,11.368855,7.8527,9.062345,6.4254866,1.2699585,214.63362,13.817227,8.0
2022-01-08 17:00:00+01:00,189.9,9.063159,7.9875345,7.329707,6.632349,1.2354622,221.39034,12.080627,8.0
2022-01-08 18:00:00+01:00,170.71,8.161672,8.172158,6.7022066,6.973708,1.1807108,225.03677,11.549765,8.0
2022-01-08 19:00:00+01:00,140.08,5.7490234,8.648006,4.636757,7.466076,1.1054544,236.38483,10.38457,6.76073933256274
2022-01-08 20:00:00+01:00,105.07,4.211999,9.41964,3.4125042,8.193916,1.0202589,245.90814,10.318457,6.632432727484564
2022-01-08 21:00:00+01:00,104.85,3.3304367,9.848332,2.737543,8.5321865,0.9613377,251.31586,10.396224,6.783526246066946
2022-01-08 22:00:00+01:00,104.8,2.1413746,10.203689,1.7551527,8.754642,0.89446414,258.14777,10.425965,6.84191143958619
2022-01-08 23:00:00+01:00,90.05,-0.52351946,10.725736,-0.59326494,9.250496,0.89162725,272.79437,10.738504,7.475840402255645
2022-01-09 00:00:00+01:00,85.03,-1.7856236,10.683414,-1.712965,9.102356,0.89490634,279.48868,10.831611,7.671985037723631
2022-01-09 01:00:00+01:00,84.4,-2.9856253,10.583669,-2.7509117,8.977322,0.9307293,285.7536,10.996727,8.0
2022-01-09 02:00:00+01:00,80.24,-3.1492023,11.075563,-2.8440504,9.400662,1.002511,285.87244,11.514582,8.0
2022-01-09 03:00:00+01:00,55.46,-2.5504065,11.487549,-2.3290396,9.777412,1.0923386,282.5175,11.767258,8.0
2022-01-09 04:00:00+01:00,49.29,-3.030137,11.055219,-2.7629118,9.40152,1.1347618,285.32782,11.462966,8.0
2022-01-09 05:00:00+01:00,50.64,-4.202471,10.752519,-3.7356462,9.180831,1.1514673,291.34735,11.544584,8.0
2022-01-09 06:00:00+01:00,74.29,-4.479395,11.205913,-3.9406548,9.544416,1.1921673,291.78833,12.068034,8.0
2022-01-09 07:00:00+01:00,84.44,-4.9588423,11.062589,-4.3363523,9.309336,1.2390146,294.14447,12.123158,8.0
2022-01-09 08:00:00+01:00,97.26,-5.327242,10.805918,-4.631874,9.072543,1.2834463,296.24298,12.047712,8.0
2022-01-09 09:00:00+01:00,119.97,-4.9787197,10.452774,-4.371295,8.834086,1.3152618,295.46875,11.577915,8.0
